clade_name	ERR6910909	ERR6910910	ERR6910918	ERR6910923	ERR6910925	ERR6910926	ERR6910933	ERR6910937	ERR6910938	ERR6910945	ERR6910952	ERR6910955	ERR6910960	ERR6910967	ERR6910971	ERR6910974	ERR6910975	ERR6910978	ERR6910980	ERR6910981	ERR6910984	ERR6910985	ERR6910988	ERR6910991	ERR6910994	ERR6910996	ERR6910997	ERR6911009	ERR6911010	ERR6911011	ERR6911012	ERR6911013	ERR6910912	ERR6910920	ERR6910921	ERR6910929	ERR6910934	ERR6910940	ERR6910911	ERR6910913	ERR6910919	ERR6910922	ERR6910924	ERR6910927	ERR6910928	ERR6910930	ERR6910931	ERR6910932	ERR6910936	ERR6910939	ERR6910948	ERR6910956	ERR6910957	ERR6910958	ERR6910959	ERR6910961	ERR6910965	ERR6910966	ERR6910969	ERR6910970	ERR6910972	ERR6910973	ERR6910976	ERR6910977	ERR6910982	ERR6910987	ERR6910989	ERR6910998	ERR6911000	ERR6911001	ERR6911004	ERR6911008	ERR6911014	ERR6910941	ERR6910942	ERR6910943	ERR6910950	ERR6910953	ERR6910962	ERR6910963	ERR6910964	ERR6910968	ERR6910979	ERR6910983	ERR6910986	ERR6910990	ERR6910992	ERR6910993	ERR6910995	ERR6910999	ERR6911002	ERR6911003	ERR6911005	ERR6911015	ERR6911016
UNCLASSIFIED	14.83489	17.43537	15.90438	13.95258	15.61281	19.37234	10.81311	15.45635	11.52476	16.59975	22.52767	17.35452	16.61666	16.27471	12.58969	15.71674	13.0279	17.31678	11.80719	9.97604	12.21338	13.72929	17.50986	23.02586	17.20427	14.30759	15.84565	12.40882	14.44561	11.0118	15.99169	13.92755	12.71867	24.19979	16.16025	19.31953	18.61641	15.61476	14.11447	14.23561	16.31249	14.49997	14.30848	15.76203	14.7012	14.35141	12.69639	13.95684	19.93164	15.02667	16.47036	16.7866	14.12204	11.77681	7.66103	10.6325	11.25976	13.94841	11.48502	14.55835	17.003	12.88687	16.0126	14.99992	16.17206	11.98276	10.55443	15.21734	15.24006	17.13763	13.75447	15.815	13.93246	15.00256	15.75926	11.2339	13.40184	20.44363	17.1335	14.81054	14.7056	13.37791	15.49291	12.35284	9.74787	12.98206	9.80428	13.36297	14.05373	16.82219	16.40233	15.17342	11.79997	13.77732	15.57064
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_bromii	6.53955	0.00069	0.00401	22.66633	0.0	0.00651	1.06726	7.41277	2.84051	12.76751	1.6141	22.55328	1.78298	6.44399	6.66086	0.0	9.38494	0.0	5.22159	4.33242	11.00626	0.0108	2.37977	19.92241	0.0	4.50814	3.31536	6.65855	6.47983	0.0	3.56374	0.86221	4.51809	0.0	0.17804	8.0916	2.59657	11.13022	0.00352	1.1006	5.94867	9.80858	0.00527	3.22171	5.91423	0.00449	6.50554	0.00107	6.57028	0.18889	0.0	2.6753	0.0	5.3549	0.0	3.02097	0.20838	6.24714	11.51747	1.32667	1.30135	3.29527	0.0	0.0	11.52031	17.09497	4.20625	6.29954	21.56049	0.04432	0.00515	4.28278	0.00255	1.73586	0.06812	0.00487	5.34275	0.0	0.64952	1.73645	0.78082	2.55605	4.07132	0.0	4.39531	2.15984	6.37181	3.59994	0.0	15.66289	2.03182	0.0	5.6559	1.42125	9.28067
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	5.81449	1.22114	0.0	1.24212	9.81829	11.8467	5.77957	6.19706	2.89943	1.6929	5.09556	1.82542	0.26776	2.87473	7.01525	7.90755	5.05504	8.22618	0.0	2.09932	0.4343	3.27681	0.65744	0.00932	14.54947	5.37114	6.10014	4.73338	0.75463	9.95339	3.2809	3.66532	4.35607	0.29369	3.9319	4.98359	5.63868	3.30761	7.99686	4.67414	5.77209	1.39085	4.37238	3.5692	5.73791	4.94915	5.21917	6.01483	3.99214	0.0	2.52638	3.00793	3.89142	1.66434	0.57365	3.17097	0.0	1.98792	2.18267	5.42743	5.97731	5.34765	0.09452	3.69242	5.96345	1.62737	3.26839	10.78241	0.2579	6.3183	3.64639	2.85981	7.64333	4.70206	2.8385	3.61751	1.96129	8.67074	0.94966	4.51521	5.5739	5.35218	5.22344	5.61013	1.67892	6.69238	1.56676	1.58907	2.61677	1.77778	1.25872	4.75555	5.39553	3.55656	3.22787
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale	5.02252	0.14459	6.06595	6.36075	0.0	0.82565	0.82159	0.56814	2.87549	5.90995	2.99332	0.86823	2.90562	2.38852	3.9489	9.31679	2.62867	3.71315	2.31851	1.14085	0.62362	0.36912	0.29288	0.07208	1.48384	4.04169	0.57629	5.5588	0.00995	0.00128	3.91753	0.95134	0.45972	0.91579	0.04139	12.20005	0.00259	9.91057	5.46514	9.36737	1.84536	0.0414	25.73874	1.262	8.51942	1.44026	0.83097	3.71612	1.07321	0.0	3.13805	0.0	1.79863	4.02542	23.82454	1.95383	1.31179	0.17599	12.00132	4.2129	2.27239	5.42405	2.46127	0.00172	7.23851	0.93234	5.88756	0.0	0.91095	1.83855	0.40062	2.2962	4.35344	1.11749	0.13055	9.51749	10.03343	12.07859	0.11247	0.78643	0.89441	2.07879	4.18679	0.21875	1.04372	1.53426	5.45849	2.58795	3.09771	8.32177	0.92174	0.0012	9.18112	1.96272	1.18099
k__Bacteria|p__Proteobacteria|c__CFGB2404|o__OFGB2404|f__FGB2404|g__GGB6612|s__GGB6612_SGB9346	3.62374	0.0	0.00339	0.0	0.0	0.0071	0.00692	0.0	0.0	0.0	0.0	0.05551	0.0	0.0	0.01118	0.0	0.0	0.0	0.0	1.62777	0.1525	0.0	0.4678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05552	0.0	0.0146	0.0	0.02604	0.0	0.0	0.31552	0.0	0.0	0.0	0.0	0.0	0.0088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10937	0.0	0.11632	0.0	0.0	0.0	0.0	0.3328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18203	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.16308
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans	3.44584	1.15401	0.0	1.23374	0.0	5.04899	1.36652	1.92469	0.32558	2.01031	1.76943	0.6189	1.04662	1.74175	1.12063	2.65889	2.99006	4.81903	0.21682	0.3698	0.90102	1.70618	0.63251	0.10776	3.63676	1.69218	1.90109	2.53665	0.0	0.9487	0.20853	1.59507	0.66393	1.4338	0.84694	1.93885	0.43937	0.01372	3.50715	1.28828	0.95284	0.70418	5.18185	1.13435	3.20171	0.61189	1.55418	1.43693	0.92857	0.0	1.99599	0.0	0.80898	2.17587	0.8716	0.44151	0.77003	1.31174	1.97123	1.49629	0.58379	2.83207	1.23192	0.20364	1.98127	5.44981	0.58273	3.56592	0.83411	1.9465	1.41814	0.26506	6.82653	2.57357	1.56234	5.97374	1.82719	1.0953	0.47155	1.55096	1.20209	1.62223	2.44699	1.46841	0.32986	2.67726	1.20325	1.44332	4.97841	4.78069	1.93932	1.26802	2.74836	1.35116	2.56345
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_vulgatus	3.13273	0.04672	0.06094	0.29951	2.87671	2.81081	0.63544	0.02513	1.11793	0.00292	0.4964	0.14258	8.59852	0.48151	0.17158	5.82727	0.32676	0.65159	8.87559	0.69138	0.31341	7.55023	0.90759	0.00753	0.23466	1.11448	1.13591	0.04317	0.04852	16.64028	0.08165	0.19084	2.0066	0.06763	0.73313	1.65288	0.54341	1.36351	0.0	0.27175	0.41158	0.33784	0.00079	0.69194	0.16916	0.58315	0.2241	0.35412	0.12046	0.00683	0.0	0.71213	1.75036	0.0	0.00045	1.27403	13.77112	0.76012	4.14021	1.69665	0.05566	2.11461	0.02208	0.00119	0.0	1.5758	6.36391	2.36216	0.03927	4.83177	0.05136	0.76435	2.57635	0.81117	1.23352	0.0	1.76492	0.05697	0.0	0.10725	4.96862	2.5661	0.06963	1.63587	0.58477	2.69926	0.15127	0.53958	0.0	0.02149	0.55811	3.72429	0.09462	2.1713	0.76078
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_incertae_sedis|g__Candidatus_Cibionibacter|s__Candidatus_Cibionibacter_quicibialis	2.71538	0.35641	0.0	0.02792	0.10092	0.87009	1.88877	1.30596	0.82531	6.55505	2.22878	1.05753	0.0	0.5564	0.75473	0.0	0.44795	1.6147	0.0	0.33842	3.39902	0.17624	0.37709	0.02671	0.90119	0.5492	0.45265	1.0662	3.7602	0.0	0.39155	0.55308	0.00844	0.3697	0.57082	1.80091	1.85687	2.79557	1.28205	2.44949	3.72811	0.23571	0.38514	0.80215	1.10012	0.33957	1.68384	0.17006	0.38802	0.71498	0.56605	0.0	0.19199	3.72598	3.16689	1.92391	0.0	0.48379	0.10244	0.00209	0.63852	1.00205	0.17523	0.23743	4.33071	0.49617	0.37451	2.73605	0.14221	0.13188	0.1711	0.41727	1.26048	0.19095	0.92415	1.91904	1.43946	1.24773	0.42155	0.80958	0.17845	0.50565	1.64279	0.34547	0.3286	0.0	5.41976	0.13746	1.11929	4.23673	3.40494	0.00029	1.05439	1.77291	0.6912
k__Bacteria|p__Firmicutes|c__CFGB4806|o__OFGB4806|f__FGB4806|g__GGB51647|s__GGB51647_SGB4348	2.44252	0.0	0.0	0.22376	1.5228	0.0	1.30368	0.00387	0.0	0.0	0.0	0.0	0.52676	0.0	1.14821	0.0	1.91706	0.0	0.0	0.0	0.0	0.0	0.0	0.3965	0.0	0.0	0.0	3.37637	0.0	0.0	3.09663	0.0	0.0	0.0	0.06808	0.0	0.0	2.18753	0.0	0.61647	0.12449	0.00229	0.0	0.0	0.0	2.32592	0.0	0.03623	5.3174	0.0	4.15377	3.06381	0.0	0.0	0.0	2.62576	0.0	0.0	3.8591	1.25032	0.0	0.82774	0.0	2.94163	0.0	0.91882	2.00132	0.0	0.0	0.88225	0.67014	0.22561	0.0	1.02579	0.0	0.0	6.10561	0.0	0.0	0.0	3.81225	0.49349	3.87697	0.0	0.0	0.0	0.0	1.6099	0.0	4.69724	0.0	0.0	1.93176	1.86187	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_bicirculans	2.3721	0.00581	0.0	0.0017	0.0	0.0	0.0	1.92132	0.10415	1.66206	0.02916	0.04644	0.0	0.0	0.0	0.0	0.17542	0.02975	0.0	0.0	0.0	1.3548	0.0	0.3159	0.0	0.95497	0.67241	0.0	0.0	0.86091	0.35847	0.16323	0.22494	0.0	0.0	0.26688	0.78146	0.0303	0.0	0.65696	0.44242	0.0	0.41052	0.10321	2.90577	0.02767	0.04958	0.03641	0.44152	0.0	0.0	0.0	0.05492	0.0055	0.51115	0.01204	0.0	2.38157	0.17998	0.21184	0.02258	0.46925	0.0	0.00736	0.0	0.07894	0.19863	0.0	0.57505	0.0	1.33874	0.0	0.37179	0.39573	1.30201	0.0	0.22548	0.0	0.17196	0.0	0.32405	0.57334	0.0	0.4349	0.0	0.3091	0.62359	1.08171	1.27767	1.11003	1.12114	0.0	0.0	2.66693	0.0398
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_dentalis	2.25905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0689	0.0	0.0	0.02385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54486	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_formicilis	1.6546	2.00256	0.02403	0.56209	0.13414	0.72806	1.1606	7.28519	4.93589	1.54662	1.83231	1.21514	0.01544	0.96666	0.75418	0.50262	3.63544	1.34304	3.61117	0.96431	5.04107	2.05827	0.14941	0.12368	1.5502	0.96355	0.85958	0.6507	1.48584	0.04004	0.87578	2.49078	0.85443	0.38771	0.32508	1.81855	1.63708	0.55724	0.92906	0.72206	3.48672	0.42976	0.35087	0.60849	1.17342	0.98168	0.34078	2.98615	3.95117	1.10515	4.96122	0.43864	2.73601	1.13077	3.58637	0.70447	0.0	1.43678	2.49284	2.75958	1.34055	3.13761	0.24494	2.41022	1.18969	1.70128	1.365	1.69596	1.39085	1.54256	0.28832	0.72452	0.93034	0.43732	0.18211	1.27505	0.58011	1.34631	0.81366	1.18637	1.719	0.36999	1.23982	2.26819	1.08979	0.197	1.20202	0.36717	0.0	3.58322	2.04657	0.12604	0.79657	1.77272	0.38499
k__Bacteria|p__Bacteroidota|c__CFGB4405|o__OFGB4405|f__FGB4405|g__GGB1266|s__GGB1266_SGB1699	1.63743	0.0	0.0	0.01324	0.0	0.0	0.0	0.03803	0.0	0.0	0.0	0.0	0.7355	0.15428	0.10086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00608	0.0	0.0	0.29636	0.0	0.06717	0.0	0.07556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19512	0.0	0.34036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0765	0.0	0.0	1.53193	0.0	0.22398	0.0	0.0	0.0	0.1455	0.0	0.0	0.0	0.0	0.0	0.0	1.21508	1.26417	0.0	0.0	0.0	0.0	0.0	0.07292	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_faecis	1.57974	3.13139	0.0	0.0	0.10305	0.00065	0.19554	1.86603	0.31594	0.0	0.36198	0.85394	5.63524	0.38546	3.47824	4.48325	0.1049	0.74315	1.70435	0.0	1.91139	1.32123	4.17972	0.05952	3.36517	0.0	1.56747	4.27587	0.0	0.0	0.2454	5.21022	0.00663	0.14888	1.76433	0.46504	1.55429	0.06713	0.70804	0.66156	0.53661	0.92349	0.00117	3.79369	1.00035	6.04914	0.31619	2.58691	0.74953	0.00414	2.56443	0.0	0.46482	2.26519	2.91969	0.34515	0.00271	0.95119	0.0	2.7967	2.00908	0.17415	25.1974	0.0	0.0	3.14911	0.55278	1.96283	4.16285	1.28411	0.91005	1.1117	0.80859	1.05861	3.36473	4.38082	0.00299	2.13828	0.81273	0.74682	2.60807	0.2663	2.95477	2.8217	0.0	0.59544	2.20791	2.70008	2.8155	0.05365	0.08635	0.40225	4.91611	1.79506	1.08423
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	1.38253	0.94239	0.0	0.33737	0.0	0.0	0.0	0.0	0.0	0.0	1.27148	0.0	0.0	0.0	0.0	0.0	0.13221	0.0	0.0	0.0	1.03848	0.97018	0.0	0.0	0.0	0.0	0.0	1.84277	0.0	0.07093	0.0	1.96174	0.93583	0.0	0.0	0.20121	0.12362	0.0	0.0	0.0	0.2383	0.0	2.32501	0.0	0.0	6.14902	0.0	1.27087	0.0	0.0	0.0	0.0	4.34578	0.0	0.9433	0.82001	1.55352	0.0	0.71234	0.00958	0.0	0.81773	0.0	1.2822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97627	0.0	0.0	0.68367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32026	0.0	0.0	1.43487	0.0159	0.0	0.0	1.74252	0.0	1.10987
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	1.30438	7.2941	10.18478	2.12388	8.88275	3.90672	1.01842	5.72299	3.16341	1.85134	3.73575	1.40982	1.79522	2.72965	7.7774	5.25028	3.09453	3.20136	3.59682	1.01569	6.30816	2.2424	1.45208	0.41817	4.11739	1.98036	6.16605	5.66446	3.48748	6.47965	0.24147	1.72098	0.64746	1.07363	1.47762	1.85689	2.26714	2.0881	6.40824	0.89944	5.49136	1.36151	7.51278	3.3142	4.49285	3.70833	2.75689	2.21088	2.15949	1.22995	2.6154	1.29548	2.19672	4.71194	3.22201	0.37169	2.47673	2.68371	1.03029	3.1641	1.30542	2.09114	10.14571	2.94608	2.26137	1.86426	1.26006	6.36373	4.07945	2.19107	0.58398	0.87905	6.15473	1.56326	1.29716	3.78395	4.64772	6.60841	0.41897	2.14933	1.35816	1.48527	3.47433	3.09141	1.01607	0.76199	1.9394	1.29099	8.70151	3.87209	2.43701	0.9374	5.54954	0.64814	1.36227
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii	1.20918	3.24951	0.0002	2.16679	0.0	0.0	0.0	0.0	0.01627	1.54043	0.0	0.0	0.0	0.05566	0.28507	0.0	0.00629	0.0	0.0	3.01325	0.0	0.0	1.52396	3.24588	0.00846	0.0	0.01356	0.0	1.7016	0.0	3.03617	0.19206	2.11994	0.57192	0.0	0.0	0.0	0.77268	0.0	0.73253	0.0	4.09881	0.00093	1.76826	0.0	0.0	1.25932	0.0009	1.06844	0.0	0.04633	1.00482	0.0	0.0	0.0	1.33806	0.0	0.0	0.0	0.0	0.9998	0.03715	0.0	0.25464	0.0	0.06536	0.84995	0.00276	0.0	0.0	0.37071	0.0	0.0	2.91454	0.0	0.0	0.0	0.02077	1.90683	0.0	0.0	0.02654	0.0	0.0	3.13378	0.0	4.06459	1.05612	0.0	0.0	0.0	0.0	0.0	0.32968	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	1.17184	0.01264	0.06941	0.32616	3.70028	0.0	3.73155	0.02935	0.4241	0.00781	0.22815	0.04865	3.45541	1.59955	0.25548	1.54806	0.22965	0.71135	4.33275	0.45741	0.17673	3.74332	1.51847	0.00823	0.07998	0.43348	2.34852	0.00584	0.37943	0.0	0.02409	0.15245	0.78063	0.06314	0.22752	0.27437	0.61863	0.11213	0.0	0.16638	1.00596	1.62492	0.0	0.22029	0.16638	0.61516	0.54195	2.21085	0.4079	10.45656	0.0	0.49265	0.35471	4.46257	0.0	6.19648	2.34158	0.7973	0.0	0.59233	0.03851	1.6469	0.00875	1.74878	0.7201	0.31914	0.64759	1.29863	0.15605	0.57968	0.00987	0.94909	1.25731	0.74886	0.94104	2.31232	2.52464	0.08635	7.01598	0.07608	0.72681	3.49248	0.00547	3.3145	0.37093	2.89379	0.23209	0.53449	0.0	0.14683	0.43953	4.2988	0.00834	1.78672	1.03155
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_torques	0.91968	0.82987	3.22139	0.13489	2.85378	6.20443	0.07435	0.0	0.2261	0.29795	0.26275	0.01731	6.38077	0.03896	0.01378	0.37366	0.33783	0.0	1.6953	0.28211	1.13221	0.74018	1.95112	0.46334	0.0358	0.59713	1.73172	10.67503	0.00087	2.0284	0.04806	0.00796	0.01887	0.22181	0.62199	0.04358	1.16873	0.03972	0.74664	0.0151	0.0	0.0	0.80695	0.12355	0.4712	0.42157	0.03115	0.01037	0.02928	11.392	3.95097	0.40952	0.17743	0.0366	0.39034	0.03827	0.58817	0.0	0.01489	1.52835	0.1197	0.13155	0.22248	0.27331	0.42177	1.63936	0.49256	0.4637	3.23647	0.00363	0.0	0.46366	0.07239	0.41661	0.0087	4.14032	4.09186	0.00056	0.0092	0.0582	0.07941	1.19384	0.0	0.10579	0.33374	0.0	0.62426	0.0	1.0706	0.57908	0.01301	8.358	10.48457	0.10474	1.43078
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	0.89267	0.1993	0.00685	0.06484	0.10915	0.28395	0.22325	0.0622	0.00827	0.00571	0.0	0.15278	0.0	0.0	0.00481	0.04932	0.0	0.01823	0.0	0.0	0.0	0.58369	0.33619	0.10523	0.03517	0.25124	0.19888	0.02677	0.05845	0.0	0.09929	0.03475	1.02557	0.03424	0.1389	0.0	0.00713	0.18288	0.0	0.07142	0.05367	0.22215	0.37574	0.32248	0.02656	0.0	0.06566	0.01791	0.00021	0.88941	0.08379	0.23864	0.0	0.0	0.0	0.43046	0.0	0.22281	0.10662	0.27194	0.06135	0.0	0.0	0.0	0.15771	0.0	0.17357	0.1427	0.00987	0.29015	0.2479	0.09305	0.1272	0.95021	0.36315	0.0	0.46877	0.0419	0.4623	0.06941	0.04875	0.15408	0.01439	1.18916	0.0	0.0	0.0297	0.1261	0.0	0.03293	0.16372	0.02084	0.02958	0.10301	0.35051
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Wujia|s__Wujia_chipingensis	0.88774	0.0	0.0	0.00099	0.0	0.0	0.0	0.0	0.27832	0.14487	0.0	0.02484	0.0	0.05378	0.0	0.0	0.0	0.14014	0.0	0.0	0.0	1.80782	0.0	0.02353	0.0	0.0	0.0	0.0	0.0	0.0	0.00812	0.16591	0.0	0.0	0.12004	0.0	0.0	0.0	0.0	0.0	0.0	0.91037	0.0	1.53146	1.35322	0.0	0.0	0.0	2.1057	0.0	0.0	0.0	0.6087	0.0	0.0	0.01384	0.0	0.03873	0.0	0.95887	0.51848	0.0	0.0	0.09275	0.0	0.0	0.0391	0.0	0.0	0.10054	0.0	0.97109	0.0	0.00015	0.73803	0.0	0.34106	0.0	0.0	1.01437	0.09487	0.0	0.63246	0.26173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53002	1.15646
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_bacterium_CLA_AA_H250	0.86255	0.23657	0.45176	0.2399	1.19457	2.57714	0.05231	0.17839	0.39957	0.33045	0.25508	1.4073	0.82321	0.46188	0.30142	0.06274	1.23071	1.1845	0.02291	0.13069	0.77405	0.59864	2.7048	1.66133	0.74696	1.36354	0.11769	0.39212	3.53127	0.0	2.57555	3.58367	0.03643	0.07558	0.52236	0.07886	0.08923	1.83203	1.21178	0.49903	1.92088	0.09827	0.25577	0.90608	0.19663	0.10455	0.37805	0.77555	0.09197	0.10484	0.78525	0.3444	0.33171	0.44898	1.22488	0.41915	0.0	0.62765	2.42395	1.20829	0.55758	1.32129	0.02122	0.00709	0.5763	1.64598	0.28122	0.21883	1.05214	2.38792	0.01906	2.50276	0.42726	2.08487	0.05737	0.0	0.02064	0.92031	0.0	0.83649	0.54981	0.28827	0.23994	0.0568	0.13659	1.39988	3.04469	0.33944	0.0	0.0	0.23419	0.0	0.33102	0.24673	0.80572
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum	0.86209	2.78588	0.48536	0.64553	0.0	5.3268	0.0979	0.62446	1.15195	0.45537	0.52586	0.5941	0.07923	0.18882	0.34361	0.72652	3.80332	1.76516	0.12817	0.51409	0.3033	0.68267	0.40611	4.19383	0.2427	0.46975	0.19256	0.75127	0.36283	1.20923	1.23531	1.80675	0.78438	0.30584	0.94692	0.8392	2.44026	2.49382	0.33762	0.57208	3.3659	0.35958	1.61001	0.87831	1.31226	0.85064	0.15903	1.16088	0.86868	0.06369	0.29581	0.5428	0.28791	0.36209	2.5774	0.9519	0.0	0.3357	1.51747	2.65594	0.77153	1.74002	0.79267	1.34311	1.27658	2.09227	1.10863	0.48879	0.46571	0.30627	0.16365	0.19457	0.85887	0.15625	5.15985	0.64025	0.25688	0.72464	0.16409	1.49628	0.24885	0.20941	4.30051	0.28813	0.55777	0.0626	0.46221	1.91476	1.26062	1.22887	0.25514	6.55518	0.80157	0.51662	1.51537
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	0.84866	9.85976	1.01472	2.65478	0.0	2.45438	0.16163	0.0	1.48189	1.02773	0.0	0.0	1.68981	0.21891	0.41795	3.80831	0.37731	1.60226	2.88302	0.0	0.34017	1.84602	0.41513	0.6304	2.17748	2.78342	1.18927	0.01153	0.0	2.60899	0.0	0.52738	2.25777	0.0	0.68964	0.48137	3.56506	0.18675	1.93015	0.29351	0.98832	0.51675	0.00102	0.18335	1.14305	2.36701	0.02472	0.7484	0.0	0.00115	0.15305	0.18263	1.69389	1.82821	0.0	0.63389	0.0	1.25594	1.5905	0.85545	0.0	1.27238	2.44021	1.72311	2.75939	0.0	1.41601	0.8666	1.33661	0.80749	0.07957	0.35343	0.00234	2.04821	0.39402	0.0	1.75726	0.46851	1.13017	2.09749	0.80181	0.9314	1.25875	0.92978	0.0	0.28136	0.18001	1.07633	0.0	1.03025	3.04956	0.9463	0.01779	0.94272	0.86128
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	0.84785	1.42632	3.08988	0.57458	0.46702	3.33866	0.02068	3.28898	2.31455	0.83802	2.2785	1.98964	1.87257	1.22146	1.71183	1.79911	1.63324	2.12566	2.27623	0.0	0.55027	0.69968	1.88523	0.92517	0.0	1.561	1.52743	4.32163	0.0	0.0	0.06535	4.78054	0.22752	1.00473	0.94699	0.81316	2.88182	0.0	1.10844	0.93749	1.64316	0.39898	2.79548	0.99032	1.31508	5.04576	0.11867	0.89029	0.52193	0.0	2.15112	0.0	1.3762	2.22279	2.6703	0.77603	1.27164	1.78909	1.25136	3.12905	2.96196	1.60492	5.16733	0.60431	2.93793	2.354	2.20327	0.0	1.78351	2.64931	0.90261	1.10776	1.98113	0.67048	2.13991	1.3693	0.06921	1.83095	0.10383	1.53488	2.57305	0.96825	3.37036	1.12262	0.0	0.48423	0.64639	1.95309	0.84193	1.11767	0.81017	2.83248	3.95697	1.06486	0.82265
