clade_name	ERR1857004	ERR1857005	ERR1857006	ERR1857007	ERR1857008	ERR1857009	ERR1857010	ERR1857011	ERR1857012	ERR1857013	ERR1857014	ERR1857015	ERR1857016	ERR1857017	ERR1857018	ERR1857019	ERR1857020	ERR1857021	ERR1857022	ERR1857023	ERR1857024	ERR1857025	ERR1857026	ERR1857027	ERR1857028	ERR1857029	ERR1857030	ERR1857031	ERR1857032	ERR1857033	ERR1857034	ERR1857035	ERR1857036	ERR1857037	ERR1857038	ERR1857039	ERR1857040	ERR1857041	ERR1857042	ERR1857043	ERR1857044	ERR1857045	ERR1857046	ERR1857047	ERR1857048	ERR1857049	ERR1857050	ERR1857051	ERR1857052	ERR1857053	ERR1857054	ERR1857055	ERR1857056	ERR1857057	ERR1857058	ERR1857059	ERR1857060	ERR1857061	ERR1857062	ERR1857063	ERR1857064	ERR1857065	ERR1857066	ERR1857067	ERR1857068	ERR1857069	ERR1857070	ERR1857071	ERR1857072	ERR1857073	ERR1857074	ERR1857075	ERR1857076
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthellaceae_unclassified|s__Eggerthellaceae_unclassified_SGB63096	0.0	0.0	0.0	0.0	0.0	0.13155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_bilis	0.0	0.0	0.0	0.0	0.0	0.12823	0.0	0.0	0.0	0.0	0.0	0.00368	0.05999	0.0	0.0	0.0	0.02202	0.0	0.0	0.0	0.00557	0.0	0.0	0.00262	0.0	0.00775	0.01364	0.0	0.01575	0.0	0.00051	0.0	0.0	0.0	0.01015	0.0	0.0	0.00074	0.0	0.0011	0.0	0.0	0.0	0.08435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00788	0.0	0.0	0.0	0.00434	0.0	0.0	0.0	0.0	0.00264	0.0	0.0	0.0	0.0	0.0	0.00236	0.0	0.0	0.0	0.00793	0.14413
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_hirae	0.0	0.0	0.0	0.0	0.0	0.11945	0.0	0.0	0.00498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.35841	0.0	0.0	0.00439	0.00772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus	0.0	0.0	0.0	0.0	0.0	0.11829	0.0	0.0	0.01698	0.00134	0.0	0.0	0.0	0.00636	0.0	0.0	0.0	0.04027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00095	0.0	0.0	0.0	0.0	0.0	0.0	0.0176	0.0	0.0	0.0	0.0	0.00112	0.0	0.0	0.0	0.0	0.0	0.0	0.01812	0.0328	0.00189	0.00032	0.05941	0.0	0.0	0.14408	0.0	0.0	0.0	0.0	0.0	0.00037	0.0	0.16571	0.08035	0.01861	0.0	0.0	0.0	0.0	0.07173	0.0	0.0	0.01145	0.0	0.02498	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_coprophilus	0.0	0.0	0.0	0.0	0.0	0.10515	0.0	0.16973	0.0	0.0	0.0	0.0	0.00251	2.63874	0.0	0.0	0.0	0.40716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00222	0.0	0.0	4.25835	0.00047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57936	0.0	0.0	0.0	0.0	0.00739	0.001	0.0	4.75844	0.0	0.0	0.0	0.91386	0.0	1.78802	0.0	2.291	0.0	1.94594
k__Bacteria|p__Actinobacteria|c__CFGB2992|o__OFGB2992|f__FGB2992|g__GGB9411|s__GGB9411_SGB14765	0.0	0.0	0.0	0.0	0.0	0.09836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Negativibacillus|s__Negativibacillus_massiliensis	0.0	0.0	0.0	0.0	0.0	0.08702	0.0	0.0	0.02905	0.0	0.0	0.0	0.0	0.0509	0.0	0.0	0.0	0.0	0.19952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71491	0.0	0.0	0.03746	0.0	0.41345	0.08245	0.0	0.0	0.0	0.0	0.0	0.0	0.00274	0.0	0.0	0.0	0.0	0.0	0.0	0.00389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1669	0.0	0.004	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3069|o__OFGB3069|f__FGB3069|g__GGB9770|s__GGB9770_SGB15390	0.0	0.0	0.0	0.0	0.0	0.07635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02446	0.0	0.0	0.0	0.0	0.04343	0.0	0.0	0.0	0.0031	0.0	0.0	0.0	0.00184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01326	0.0	0.0	0.0	0.0	0.00752	0.0	0.00137	0.0	0.0	0.0	0.00473	0.0	0.00206	0.0	0.0	0.0	0.0	0.0	0.0	0.00661	0.0	0.02115	0.0	0.00279	0.0	0.0372	0.0	0.12412	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__GGB4249|s__GGB4249_SGB5749	0.0	0.0	0.0	0.0	0.0	0.07148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_scardovii	0.0	0.0	0.0	0.0	0.0	0.06118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB9091|s__GGB9091_SGB14020	0.0	0.0	0.0	0.0	0.0	0.05988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00226	0.0	0.0	0.0	0.00971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_spiroforme	0.0	0.0	0.0	0.0	0.0	0.0565	0.0	0.0	0.0	0.0	0.0	0.0	0.09658	0.0	0.04318	0.0	0.0074	0.0	0.0	0.0	0.01267	0.00629	0.0	0.0	0.01968	0.0	0.0	0.0	0.05861	0.0	0.0	0.0	0.0	0.0	0.0	0.00417	0.0	0.19047	0.00589	0.00415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00302	0.0	0.0	0.0	0.00923	0.00473	0.00407	0.0	0.0	0.00087	0.00035	0.0	0.0	0.03534	0.0	0.00395	0.0	0.0	0.00615	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2983|o__OFGB2983|f__FGB2983|g__GGB9343|s__GGB9343_SGB14307	0.0	0.0	0.0	0.0	0.0	0.05462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_fermentum	0.0	0.0	0.0	0.0	0.0	0.05223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00055	0.0	0.0	0.0	0.0	0.0	0.0	0.00869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0733	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9453|s__GGB9453_SGB14844	0.0	0.0	0.0	0.0	0.0	0.05126	0.0	0.0	0.0	0.0	0.01241	0.0	0.0	0.0	0.0	0.0	0.00131	0.0	0.0	0.0	0.11717	0.0	0.0	0.0	0.02904	0.0	0.01513	0.0	0.01624	0.00056	0.0	0.0	0.01387	0.0	0.0	0.09856	0.0	0.0	0.0	0.03847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01874	0.0	0.0	0.07294	0.00397	0.0	0.0	0.00184	0.0	0.0	0.00501	0.0	0.0	0.0402	0.0	0.0	0.00791	0.00393	0.00115	0.0	0.0	0.06603
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB25437|s__GGB25437_SGB37391	0.0	0.0	0.0	0.0	0.0	0.05104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_SGB15077	0.0	0.0	0.0	0.0	0.0	0.05027	0.0	0.0	0.00127	0.0	0.00288	0.17404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1295	0.0	0.0	0.0	0.0	0.0	0.0046	0.0	0.0	0.011	0.0037	0.0	0.07438	0.0	0.0	0.0	0.0	0.0002	0.01449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_crispatus	0.0	0.0	0.0	0.0	0.0	0.04557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37597	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii	0.0	0.0	0.0	0.0	0.0	0.04153	0.0	0.0	0.0	0.00562	0.00559	0.0	0.00172	0.00061	0.0	0.0	0.0	0.00865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04188	0.0	0.0	0.0	0.0	0.0	0.00124	0.0	0.0	0.0	0.0	0.0	0.01948	0.00861	0.0	0.0	0.00221	0.0	0.0	0.10952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21273	0.0	0.00485	0.0	0.0	0.0	0.0	0.03583	0.0	0.00133	0.00846	0.0	0.01105	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_mesenteroides	0.0	0.0	0.0	0.0	0.0	0.04151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00415	0.0	0.00048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_senegalensis	0.0	0.0	0.0	0.0	0.0	0.04107	0.13499	0.0	0.04546	0.0	0.0	0.0	0.0	0.05645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00276	0.0	0.22144	0.0	0.20052	0.0	0.09602	0.0	0.0471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00157	0.0	0.0	0.0	0.01769	0.07562	0.05841	0.05352	0.0	0.0	0.0	0.0	0.02849	0.0	0.0	0.0	0.04048	0.0	0.0	0.0	0.0	0.0	0.0	0.09382	0.01874	0.0	0.0	0.17589	0.03829	0.0	0.0259
k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070|f__FGB3070|g__GGB9775|s__GGB9775_SGB15395	0.0	0.0	0.0	0.0	0.0	0.04099	0.0	0.0	0.00167	0.00202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01417	0.0	0.0	0.0	0.0	0.0	0.01608	0.0	0.0	0.01812	0.0	0.0	0.0	0.00931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02658	0.0	0.01412	0.0	0.0	0.0	0.0	0.0	0.01334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08941	0.01765	0.0	0.0	0.0089	0.02787	0.0	0.0	0.03336
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011|f__FGB1011|g__GGB2653|s__GGB2653_SGB3574	0.0	0.0	0.0	0.0	0.0	0.03885	0.0	0.0	0.01875	0.00279	0.0	0.0	0.0	0.00361	0.0	0.0	0.00465	0.0227	0.0	0.0	0.01784	0.0	0.0	0.05288	0.0	0.0	0.00234	0.00966	0.01359	0.0	0.01081	0.0	0.01245	0.00123	0.0	0.03806	0.0	0.01801	0.0	0.00728	0.0	0.0	0.0	0.02999	0.0	0.0	0.00594	0.00402	0.17899	0.0	0.01137	0.0	0.03717	0.0	0.0	0.02587	0.03445	0.0	0.02063	0.04454	0.0	0.03022	0.0	0.0	0.01268	0.02841	0.03962	0.03656	0.00249	0.02741	0.0	0.26272	0.14004
k__Bacteria|p__Firmicutes|c__CFGB3072|o__OFGB3072|f__FGB3072|g__GGB9782|s__GGB9782_SGB15403	0.0	0.0	0.0	0.0	0.0	0.03865	0.0	0.0	0.0	0.00479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00403	0.0	0.0	0.0	0.0	0.0	0.00266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11028	0.0	0.04013	0.0
k__Bacteria|p__Firmicutes|c__CFGB2898|o__OFGB2898|f__FGB2898|g__GGB9210|s__GGB9210_SGB14149	0.0	0.0	0.0	0.0	0.0	0.0366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Senegalimassilia|s__Senegalimassilia_anaerobia	0.0	0.0	0.0	0.0	0.0	0.03625	0.0	0.16249	0.0295	0.0	0.0	0.0	0.0666	0.00519	0.0	0.0	0.0	0.0	0.0138	0.0	0.0	0.00324	0.0	0.00505	0.0	0.0	0.04849	0.06261	0.0	0.0	0.0	0.0	0.0	0.0	0.13016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0982	0.0	0.0	0.0	0.00644	0.03602	0.0	0.01593	0.00888	0.03781	0.0	0.0	0.07237	0.01598	0.01033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00448	0.0313	0.00563	0.06403	0.00906	0.02247	0.06896
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB3000|s__GGB3000_SGB3991	0.0	0.0	0.0	0.0	0.0	0.03295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01144	0.0	0.01165	0.0	0.0	0.00439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01989	0.0	0.0	0.0	0.00676	0.0	0.00124	0.0	0.09404	0.0	0.00919	0.04005
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB9563|s__GGB9563_SGB14975	0.0	0.0	0.0	0.0	0.0	0.03155	0.0	0.0	0.0	0.0	0.0	0.0	0.00277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05068	0.00571	0.0	0.01335	0.0	0.0	0.00609	0.0	0.0	0.05107	0.01504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01041	0.0	0.00017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03959	0.0	0.0	0.0	0.02594	0.0	0.00856	0.05495
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_sanguinis	0.0	0.0	0.0	0.0	0.0	0.03087	0.0	0.0	0.0	0.0	0.0	0.0	9e-05	0.0	0.0	0.0	0.0	0.05303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.09236	0.0	0.0	0.0	0.02395	0.0	0.0	0.0	0.0	0.0	0.0	0.02479	0.0	0.0	0.0	0.0	0.0	0.12851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01412	0.0	0.0	0.0	0.00018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05092
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Lentihominibacter|s__Lentihominibacter_SGB71368	0.0	0.0	0.0	0.0	0.0	0.03071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01009	0.01775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00928	0.0	0.0	0.00963	0.0	0.0	0.0	0.0	0.0	0.0	0.00016	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9611|s__GGB9611_SGB15045	0.0	0.0	0.0	0.0	0.0	0.02673	0.0	0.0	0.00426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00448	0.0	0.01662	8e-05	0.02544	0.0	0.00364	0.00266
k__Bacteria|p__Firmicutes|c__CFGB2834|o__OFGB2834|f__FGB2834|g__GGB33516|s__GGB33516_SGB54324	0.0	0.0	0.0	0.0	0.0	0.02613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3072|o__OFGB3072|f__FGB3072|g__GGB45491|s__GGB45491_SGB63163	0.0	0.0	0.0	0.0	0.0	0.02342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00246	0.0	0.0	0.0	0.00184	0.0	0.00036	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Ellagibacter|s__Ellagibacter_isourolithinifaciens	0.0	0.0	0.0	0.0	0.0	0.02152	0.0	0.05625	0.01817	0.0	0.03212	0.0	0.0	0.00608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03669	0.17293	0.0	0.0	0.03273	0.0	0.0	0.04584	0.11025	0.0	0.01504	0.0	0.0	0.01873	0.03908	0.0	0.01707	0.0	0.0	0.0	0.0	0.0	0.02302	0.0	0.0	0.0	0.0	0.0	0.00279	0.0	0.00508	0.0	0.01258	0.0	0.00965	0.13016	0.03762	0.04775	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3740|s__GGB3740_SGB5077	0.0	0.0	0.0	0.0	0.0	0.02123	0.0	0.0	0.0	0.0	0.0	0.02339	0.42185	0.0	0.0	0.0	0.0	0.07905	0.0	0.0	0.01766	0.11595	0.0	0.50008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01146	0.0	0.0	0.0	0.0	0.08513	0.05695	2.08962	0.0	0.0	0.0	0.0	0.10359	0.7959	0.05593	0.00387	1.41141	0.0	0.52188	0.0	0.02605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.70329	0.0	0.0	0.0	0.01067
